,location,total_sqft,bath,price,bhk
909,Sarjapur  Road,2238.0,3.0,140.0,3
910,Harlur,1174.0,2.0,69.0,2
911,Thubarahalli,3800.0,4.0,239.0,4
912,Whitefield,2225.0,2.0,125.0,3
914,Jigani,918.0,2.0,52.0,2
915,Mahadevpura,1250.0,2.0,52.0,2
916,Sarjapur  Road,1800.0,3.0,110.0,3
917,Marathahalli,1170.0,2.0,53.0,2
919,Bannerghatta Road,793.0,2.0,45.0,2
920,Jakkur,1710.0,3.0,107.0,3
922,Naganathapura,1001.0,2.0,33.03,2
926,Horamavu Banaswadi,1554.0,3.0,55.0,3
927,Thanisandra,1142.5,2.0,43.415,2
928,Bellandur,4239.0,5.0,423.0,5
929,Konanakunte,884.0,1.0,58.0,2
931,Marathahalli,1019.0,2.0,49.86,2
932,Ambedkar Nagar,1935.0,4.0,130.0,3
933,Uttarahalli,1135.0,2.0,39.73,3
934,Lakshminarayana Pura,1680.0,3.0,150.0,3
935,Hebbal,2470.0,5.0,247.0,4
936,1st Phase JP Nagar,2825.0,4.0,250.0,4
939,Ramamurthy Nagar,1800.0,4.0,187.0,5
940,Kasavanhalli,1799.0,3.0,90.0,3
941,Whitefield,4348.5,2.0,304.0,4
942,Attibele,400.0,1.0,11.0,1
943,Kundalahalli,1047.0,2.0,82.0,2
945,NGR Layout,1020.0,2.0,45.9,2
947,Whitefield,1495.0,2.0,79.5,2
948,Kasavanhalli,3260.0,4.0,240.0,4
949,other,1611.0,2.0,64.44,3
951,other,1500.0,2.0,95.0,3
952,Sahakara Nagar,1500.0,2.0,95.0,3
953,Yelahanka,3206.0,5.0,270.0,4
957,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
959,Kammasandra,657.5,1.0,18.41,1
960,Chandapura,1305.0,3.0,33.28,3
963,Brookefield,1440.0,2.0,68.0,3
964,Seegehalli,901.0,2.0,35.14,2
966,Sarjapur,900.0,2.0,42.0,3
967,BEML Layout,1060.0,2.0,55.0,2
969,Varthur,1535.0,3.0,65.99,3
970,other,530.0,1.0,20.0,1
972,other,1350.0,2.0,80.0,2
973,Sarjapur  Road,1115.0,2.0,50.0,2
974,Uttarahalli,1175.0,2.0,47.0,2
975,Whitefield,1113.0,2.0,62.0,2
978,Giri Nagar,650.0,2.0,42.0,2
979,Marathahalli,1325.0,2.0,71.55,2
981,Jakkur,1396.0,2.0,86.51,3
982,Rachenahalli,1050.0,2.0,52.07,2
983,Thanisandra,1825.0,3.0,100.0,3
984,7th Phase JP Nagar,1190.0,2.0,49.98,2
985,Marathahalli,1220.0,2.0,56.5,2
987,Hennur Road,1891.0,3.0,109.0,3
989,Hosa Road,1161.0,2.0,55.15,2
990,Sarjapur,649.5,1.0,17.535,1
991,other,2400.0,6.0,125.0,8
993,Yeshwanthpur,665.0,1.0,36.85,1
994,Mysore Road,1175.0,2.0,73.5,2
995,Hoodi,1425.0,2.0,80.0,2
996,Chikkabanavar,1200.0,1.0,20.0,1
997,ITPL,1200.0,3.0,56.12,3
998,Somasundara Palya,1255.0,2.0,67.0,2
999,Hegde Nagar,2112.95,4.0,145.0,3
1001,Haralur Road,1810.0,3.0,100.0,3
1005,Horamavu Banaswadi,1611.0,3.0,66.0,3
1006,Electronic City Phase II,1400.0,2.0,40.43,3
1007,Vidyaranyapura,1485.0,2.0,67.0,3
1009,Pattandur Agrahara,1025.0,2.0,44.5,2
1011,other,1225.0,2.0,53.0,2
1012,5th Phase JP Nagar,1256.0,2.0,62.8,2
1013,Whitefield,2268.0,3.0,163.0,4
1014,Kanakpura Road,1100.0,3.0,53.0,3
1015,other,1141.0,2.0,62.0,2
1016,Attibele,400.0,1.0,12.0,1
1018,other,4100.0,7.0,140.0,7
1021,other,1175.0,2.0,48.27,2
1022,Sahakara Nagar,1100.0,2.0,56.0,2
1023,Kanakpura Road,1843.0,3.0,95.84,3
1026,Rachenahalli,1530.0,2.0,74.5,3
1028,other,950.0,1.0,40.0,1
1029,Vittasandra,1246.0,2.0,64.5,2
1030,Kanakapura,711.0,1.0,38.0,1
1031,Haralur Road,1194.0,2.0,46.0,2
1032,Babusapalaya,1358.0,2.0,43.4,3
1034,Hoodi,1420.0,2.0,75.0,2
1035,Kathriguppe,1250.0,2.0,68.75,3
1036,Akshaya Nagar,1280.0,2.0,58.0,2
1038,other,4200.0,5.0,225.0,5
1040,Panathur,1315.0,2.0,54.8,3
1041,other,1800.0,3.0,90.0,3
1042,other,1600.0,4.0,125.0,5
1046,Whitefield,1560.0,2.0,72.0,3
1047,Brookefield,2169.0,4.0,115.0,3
1049,Rachenahalli,1050.0,2.0,55.5,2
1050,Iblur Village,3235.0,3.0,235.0,3
1051,TC Palaya,1200.0,3.0,66.0,3
1052,HSR Layout,1140.0,2.0,46.0,2
1054,Horamavu Agara,1560.0,3.0,75.0,3
1055,JP Nagar,1100.0,2.0,70.0,2
1057,Hebbal,1036.0,2.0,50.0,2
1058,Akshaya Nagar,1662.0,3.0,85.1,3
1059,Yelachenahalli,1464.0,2.0,105.0,3
1064,Seegehalli,1150.0,2.0,42.9,3
1067,Kanakapura,929.0,2.0,46.0,2
1069,TC Palaya,1350.0,2.0,75.0,3
1070,Vasanthapura,1135.0,2.0,39.73,2
1071,other,1405.0,2.0,70.0,2
1072,Whitefield,1200.0,2.0,45.84,2
1074,Yeshwanthpur,1161.0,2.0,64.08,2
1075,Kanakpura Road,1290.0,2.0,74.0,2
1076,Yeshwanthpur,2557.0,3.0,141.0,3
1077,other,1480.0,3.0,90.0,3
1081,Banashankari,1470.0,2.0,88.64,3
1082,Ananth Nagar,500.0,1.0,14.0,1
1083,Sarjapur  Road,1346.0,2.0,61.92,2
1084,other,1600.0,3.0,90.0,3
1089,Channasandra,1340.0,2.0,48.33,3
1090,Devanahalli,6136.0,4.0,560.0,4
1091,Jigani,918.0,2.0,48.0,2
1092,other,1500.0,3.0,115.0,3
1095,Uttarahalli,1390.0,2.0,62.55,3
1096,Uttarahalli,1330.0,2.0,56.0,3
1097,Jalahalli,3100.0,4.0,265.0,5
1098,other,1824.0,3.0,125.0,3
1099,7th Phase JP Nagar,1420.0,2.0,96.0,3
1101,Jalahalli East,1260.0,2.0,60.0,3
1102,Hennur Road,1561.0,3.0,95.0,3
1104,other,1060.0,2.0,42.0,2
1106,Haralur Road,1225.0,2.0,67.38,2
1107,Thanisandra,2144.0,3.0,135.0,3
1109,Electronic City,880.0,2.0,29.0,2
1110,Hoodi,1639.0,3.0,110.0,3
1111,Thanisandra,1240.0,2.0,62.0,3
1112,Kanakpura Road,1500.0,2.0,69.0,2
1113,Haralur Road,1243.0,2.0,46.0,2
1114,Marathahalli,1575.0,3.0,78.0,3
1115,Haralur Road,1027.0,2.0,44.0,2
1116,Kambipura,1082.0,2.0,56.0,3
1118,Kanakpura Road,1665.0,3.0,86.58,3
1119,Electronic City,1265.0,2.0,56.93,2
1120,Electronic City,1691.0,2.0,102.0,3
1123,other,1500.0,3.0,62.0,3
1125,Kammanahalli,1666.0,4.0,150.0,5
1126,Choodasandra,1115.0,2.0,50.0,2
1127,Mysore Road,1070.0,2.0,45.0,2
1129,Budigere,1162.0,2.0,57.0,2
1130,other,1339.0,2.0,55.0,2
1132,Haralur Road,1920.0,3.0,115.0,3
1133,Hennur,1255.0,2.0,52.32,2
1134,Rajaji Nagar,1357.0,2.0,115.0,2
1135,other,1600.0,3.0,75.0,3
1136,other,1225.0,2.0,55.11,2
1137,Whitefield,2400.0,4.0,200.0,4
1140,Basaveshwara Nagar,1865.0,3.0,145.0,3
1143,Vittasandra,1246.0,2.0,64.5,2
1148,other,1000.0,2.0,50.0,2
1149,Hebbal Kempapura,1800.0,3.0,175.0,3
1150,Bommasandra,1035.0,2.0,41.0,2
1153,other,6000.0,5.0,400.0,4
1154,Kodigehaali,1117.0,2.0,56.0,2
1156,EPIP Zone,1330.0,2.0,92.5,2
1159,Neeladri Nagar,1053.0,2.0,45.0,2
1160,Panathur,1198.0,2.0,77.0,2
1161,Marathahalli,1152.0,2.0,56.0,2
1164,Kundalahalli,1397.0,3.0,105.0,3
1166,Kambipura,883.0,2.0,45.0,2
1168,Yelahanka,1170.0,2.0,62.5,2
1170,other,2400.0,3.0,170.0,3
1171,other,1480.0,2.0,65.0,2
1172,Akshaya Nagar,1897.0,3.0,120.0,3
1174,Haralur Road,1875.0,3.0,110.0,3
1175,other,1500.0,2.0,98.0,3
1178,Yelahanka,1450.0,3.0,65.255,3
1180,Sarjapur  Road,710.0,1.0,27.0,1
1182,Sompura,1025.0,2.0,48.0,3
1183,Magadi Road,1000.0,2.0,46.5,2
1186,Sarjapur  Road,3335.0,5.0,300.0,4
1187,Thanisandra,971.5,2.0,36.435,2
1188,Bellandur,1281.0,2.0,74.0,2
1189,Cooke Town,565.0,1.0,35.0,1
1190,Varthur,1024.0,2.0,42.0,2
1191,Electronic City,1620.0,3.0,62.0,3
1193,Banashankari,1300.0,2.0,75.0,3
1196,Hosur Road,1510.0,2.0,105.0,3
1198,Battarahalli,1945.0,3.0,97.42,3
1199,Uttarahalli,1008.0,2.0,45.0,2
1200,Thanisandra,1265.0,2.0,79.0,3
1201,Hebbal,1255.0,2.0,77.68,3
1202,Kanakpura Road,2689.0,6.0,220.0,4
1203,Yelenahalli,1200.0,2.0,46.17,2
1205,Kudlu Gate,1535.0,3.0,85.0,3
1206,other,1500.0,3.0,100.0,3
1208,Uttarahalli,1390.0,2.0,60.47,3
1209,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
1210,other,1133.0,2.0,55.0,2
1213,Kogilu,1170.0,2.0,51.99,2
1215,Whitefield,1697.0,3.0,94.79,3
1216,Thanisandra,1651.0,3.0,97.38,3
1218,Hennur Road,1192.0,2.0,60.0,3
1219,OMBR Layout,1078.0,2.0,65.0,2
1221,Kasavanhalli,1349.0,2.0,78.0,2
1223,7th Phase JP Nagar,1680.0,3.0,120.0,3
1224,Rayasandra,1314.0,2.0,63.0,3
1225,Garudachar Palya,1060.0,2.0,48.7,2
1226,Kalyan nagar,820.0,2.0,39.0,2
1227,Whitefield,5000.0,4.0,400.0,4
1228,BEML Layout,2000.0,3.0,85.0,3
1229,Kalkere,856.0,2.0,40.0,2
1230,Rajaji Nagar,1621.0,4.0,130.0,3
1234,other,14000.0,3.0,800.0,4
1235,Yelahanka New Town,500.0,1.0,20.0,1
1236,other,485.0,1.0,15.0,1
1238,Uttarahalli,1617.0,3.0,66.68,3
1240,other,1384.0,3.0,62.28,3
1242,Uttarahalli,1150.0,2.0,49.0,2
1243,Akshaya Nagar,1410.0,2.0,75.0,3
1247,other,1508.0,3.0,70.25,3
1248,Ramamurthy Nagar,1040.0,2.0,50.0,2
1249,TC Palaya,1240.0,2.0,60.0,2
1250,Kudlu Gate,1535.0,3.0,78.0,3
1251,Lakshminarayana Pura,1180.0,2.0,75.0,2
1252,Abbigere,2200.0,6.0,68.0,6
1253,Bannerghatta Road,1400.0,2.0,78.0,2
1256,Sarjapur  Road,1984.0,4.0,146.0,3
1257,Whitefield,3000.0,5.0,250.0,4
1259,Sarjapur  Road,1035.0,2.0,45.0,2
1261,Whitefield,1700.0,3.0,115.0,3
1262,Hosakerehalli,3024.0,5.0,248.0,4
1263,Tumkur Road,1586.0,3.0,100.0,3
1264,Hennur,2264.0,2.0,155.0,3
1266,Yelahanka,1120.0,2.0,55.0,2
1267,Yelahanka,1662.0,2.0,67.98,3
1268,Sarjapur  Road,1128.0,2.0,59.0,2
1272,Pai Layout,1006.0,2.0,35.0,2
1273,Amruthahalli,1200.0,2.0,55.0,2
1274,other,1250.0,2.0,62.0,2
1276,Kannamangala,957.0,2.0,56.0,2
1278,other,1050.0,2.0,67.0,2
1279,Kasturi Nagar,1565.0,3.0,88.5,3
1280,Whitefield,1190.0,2.0,57.0,2
1281,Whitefield,2842.0,3.0,162.0,3
1282,Kanakpura Road,1558.67,2.0,65.0,3
1283,Electronics City Phase 1,630.0,1.0,39.0,1
1284,Whitefield,1403.0,2.0,60.81,3
1285,Kanakpura Road,1542.0,2.0,85.0,3
1286,Haralur Road,2750.0,4.0,220.0,4
1287,Iblur Village,3596.0,5.0,290.0,4
1289,Mysore Road,1239.0,2.0,53.0,2
1290,Haralur Road,1194.0,2.0,47.0,2
1291,other,1596.0,3.0,105.0,3
1292,Channasandra,1009.0,2.0,38.34,2
1294,Kudlu Gate,1535.0,3.0,86.0,3
1297,other,1800.0,3.0,80.0,3
1298,Binny Pete,665.0,1.0,50.75,1
1301,Kalkere,925.0,2.0,48.0,2
1302,Old Airport Road,3356.0,4.0,251.0,4
1303,other,1395.0,2.0,63.59,2
1304,Sonnenahalli,1415.0,2.0,55.0,3
1305,Begur,1419.0,2.0,59.0,3
1308,KR Puram,1100.0,2.0,47.0,2
1309,Hoodi,1606.0,3.0,89.55,3
1310,Billekahalli,1650.0,3.0,88.0,3
1312,Old Airport Road,1206.0,2.0,75.0,2
1316,Balagere,1210.0,2.0,72.0,2
1319,Rachenahalli,680.0,1.0,44.0,1
1320,Hebbal,1355.0,3.0,83.87,3
1322,Kothannur,1275.0,2.0,43.85,3
1323,Electronic City,1070.0,2.0,56.1,2
1324,other,1200.0,3.0,85.0,3
1325,Electronic City,2000.0,4.0,120.0,4
1327,Marathahalli,1610.0,3.0,90.0,3
1328,Haralur Road,1140.0,2.0,43.0,2
1329,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
1330,Jakkur,3467.86,6.0,249.0,4
1331,Rachenahalli,1530.0,2.0,74.4,3
1333,Whitefield,1485.0,3.0,65.0,3
1335,Whitefield,1280.0,2.0,75.0,2
1337,other,1132.0,2.0,67.0,2
1338,other,1262.0,2.0,63.0,2
1339,JP Nagar,940.0,2.0,49.0,2
1340,other,1515.0,3.0,88.0,3
1343,Electronic City,890.0,2.0,45.0,2
1344,other,1655.0,3.0,86.06,3
1346,Bommanahalli,1730.0,3.0,96.0,3
1347,Yelahanka,2195.0,4.0,127.0,3
1352,other,5000.0,7.0,299.0,7
1353,Yelahanka,1075.0,2.0,51.5,2
1354,other,1380.0,2.0,80.0,2
1355,other,1450.0,3.0,65.0,3
1356,Thubarahalli,1200.0,2.0,78.0,2
1358,Hoodi,1639.0,3.0,98.32,3
1359,other,1200.0,2.0,54.0,2
1360,Vijayanagar,1739.0,3.0,116.0,3
1363,Thanisandra,510.0,1.0,25.25,1
1365,other,1178.0,2.0,47.0,2
1367,Chandapura,1065.0,2.0,33.0,3
1368,2nd Phase Judicial Layout,1450.0,2.0,50.75,3
1369,BEML Layout,999.0,2.0,45.0,2
1372,Kothannur,1100.0,2.0,40.0,2
1373,Koramangala,1835.0,2.0,155.0,3
1374,Hoodi,2090.0,4.0,95.1,4
1375,Lingadheeranahalli,1519.0,3.0,93.0,3
1376,Dommasandra,1267.0,3.0,56.0,3
1377,Sanjay nagar,1150.0,2.0,72.2,2
1378,Marathahalli,1146.0,2.0,70.0,2
1385,Hebbal Kempapura,2900.0,4.0,300.0,3
1386,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
1387,Bellandur,921.0,2.0,40.0,2
1389,Bannerghatta Road,2700.0,5.0,158.0,5
1390,Sarjapur  Road,1700.0,3.0,110.0,3
1391,Sarjapur,1020.0,2.0,35.0,2
1392,Billekahalli,1090.0,2.0,52.0,2
1393,other,3600.0,4.0,300.0,4
1394,Haralur Road,1027.0,2.0,44.0,2
1395,Thanisandra,1185.0,2.0,42.1,2
1396,Doddathoguru,850.0,2.0,25.0,2
1399,Poorna Pragna Layout,920.0,2.0,39.55,2
1402,Yeshwanthpur,1850.0,3.0,100.0,3
1404,other,1595.0,3.0,76.0,3
1407,Nagasandra,4050.0,5.0,140.0,5
1408,Kanakpura Road,1300.0,2.0,69.0,3
1410,Kanakpura Road,900.0,2.0,46.0,2
1411,Banashankari Stage III,1145.0,2.0,58.4,2
1412,other,1093.0,2.0,65.0,2
1413,Babusapalaya,1213.0,2.0,41.39,3
1414,Bannerghatta Road,1654.0,3.0,100.0,3
1416,Babusapalaya,1611.0,2.0,66.0,3
1417,other,1367.0,2.0,62.0,2
1418,Devanahalli,1010.0,2.0,51.0,2
1420,other,1535.0,3.0,95.0,3
1421,Anekal,620.0,2.0,22.0,2
1423,Banashankari Stage II,1700.0,2.0,150.0,2
1424,Whitefield,1330.0,2.0,71.0,2
1425,JP Nagar,2500.0,3.0,135.0,3
1426,Poorna Pragna Layout,1475.0,2.0,58.99,3
1428,Yelahanka New Town,440.0,1.0,16.5,1
1429,Yelahanka,1614.0,3.0,95.0,3
1431,Kogilu,650.0,2.0,28.0,2
1432,other,1015.0,2.0,45.0,2
1433,Horamavu Banaswadi,1156.0,2.0,46.0,2
1434,other,1100.0,2.0,62.7,2
1436,other,930.0,2.0,45.0,2
1437,other,1650.0,2.0,80.0,3
1440,Karuna Nagar,2900.0,3.0,135.0,4
1441,Kadugodi,1890.0,4.0,127.0,3
1445,HRBR Layout,1440.0,2.0,98.0,2
1446,Kodichikkanahalli,650.0,1.0,38.0,1
1449,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
1451,Kanakpura Road,900.0,1.0,45.0,2
1452,Singasandra,1030.0,2.0,55.0,2
1454,Basapura,1100.0,2.0,60.0,2
1457,Begur Road,1200.0,2.0,43.2,2
1459,Hebbal Kempapura,2280.0,5.0,200.0,5
1460,Akshaya Nagar,1360.0,2.0,85.0,3
1461,Jakkur,1865.0,3.0,124.0,3
1462,Sarjapur  Road,1157.0,2.0,75.0,3
1464,Whitefield,1405.0,2.0,78.0,3
1465,Begur Road,1160.0,2.0,44.08,2
1467,Hebbal,1790.0,3.0,127.0,3
1469,Panathur,1180.0,2.0,70.0,2
1470,other,1450.0,2.0,85.0,3
1471,Kengeri,340.0,1.0,10.0,1
1472,other,2000.0,3.0,166.0,4
1473,Rachenahalli,1050.0,2.0,53.5,2
1474,Varthur,1125.0,2.0,40.0,2
1475,Vittasandra,1246.0,2.0,68.0,2
1476,HSR Layout,1372.0,2.0,61.0,2
1477,Uttarahalli,1330.0,2.0,56.0,3
1478,Binny Pete,2465.0,5.0,234.0,3
1479,Dasarahalli,1300.0,2.0,55.0,2
1482,Channasandra,1065.0,2.0,35.0,2
1483,other,700.0,2.0,27.0,2
1484,Hebbal,687.325,2.0,42.72,2
1485,other,1050.0,2.0,45.0,2
1487,Electronic City,865.0,2.0,42.0,2
1488,Uttarahalli,1200.0,2.0,44.0,2
1489,other,1756.0,3.0,100.0,3
1491,Yelahanka,628.0,1.0,24.0,1
1493,5th Phase JP Nagar,1207.0,2.0,63.0,2
1494,Kalena Agrahara,1765.0,3.0,125.0,3
1496,other,1532.0,3.0,92.0,3
1497,other,1650.0,3.0,110.0,3
1498,Horamavu Banaswadi,1200.0,4.0,105.0,4
1501,Kengeri,1197.0,2.0,50.0,2
1502,other,1200.0,2.0,66.0,2
1503,Uttarahalli,1385.0,2.0,48.48,3
1505,Whitefield,2225.0,3.0,115.0,3
1506,other,1180.0,2.0,48.0,2
1508,Ananth Nagar,1100.0,2.0,31.5,2
1509,other,1435.0,3.0,70.0,3
1514,Kalena Agrahara,980.0,2.0,40.0,2
1515,Malleshpalya,1225.0,2.0,46.86,2
1516,Whitefield,1541.0,3.0,72.0,3
1517,Ramagondanahalli,1610.0,2.0,111.0,3
1518,Jalahalli,1694.0,2.0,125.0,2
1521,other,1560.0,2.0,66.0,3
1524,Malleshpalya,1785.0,3.0,75.0,3
1526,Electronic City,910.0,2.0,42.0,2
1529,other,1070.0,2.0,42.0,2
1531,Mahadevpura,1260.0,2.0,57.6,2
1532,Sarjapur  Road,1282.0,2.0,72.0,2
1533,Kanakpura Road,1843.0,3.0,92.15,3
1534,other,2400.0,3.0,200.0,4
1535,Chikka Tirupathi,3356.0,5.0,105.0,5
1536,Hebbal,2790.0,5.0,198.0,4
1537,EPIP Zone,1330.0,2.0,86.98,2
1538,Konanakunte,1400.0,2.0,73.0,3
1539,Whitefield,1192.0,2.0,71.0,2
1541,Thigalarapalya,1297.0,2.0,103.0,2
1543,Vijayanagar,1490.0,3.0,100.0,3
1546,Kadugodi,3750.0,4.0,210.0,4
1547,Doddakallasandra,1010.0,2.0,40.39,2
1548,Sarjapur,1195.0,2.0,42.0,2
1549,HSR Layout,1750.0,3.0,95.0,3
1550,Malleshpalya,1052.0,2.0,50.0,2
1553,Hormavu,2100.0,3.0,73.0,3
1554,Hoodi,2863.0,4.0,140.0,4
1555,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
1559,other,1300.0,2.0,60.0,2
1562,other,3040.0,1.0,180.0,2
1563,Uttarahalli,1330.0,2.0,46.55,3
1564,Hosur Road,1427.0,2.0,80.63,3
1565,Banjara Layout,1294.0,2.0,48.0,3
1566,Begur,1580.0,3.0,75.0,3
1568,Chikka Tirupathi,1808.0,4.0,80.27,3
1570,Parappana Agrahara,1194.0,2.0,47.0,2
1571,Kanakpura Road,900.0,2.0,46.0,2
1573,Kanakpura Road,900.0,2.0,46.0,2
1576,Yelachenahalli,2400.0,1.0,150.0,2
1577,Koramangala,1290.0,2.0,100.0,2
1578,Yelahanka,3770.0,6.0,110.0,6
1580,other,1200.0,4.0,72.0,4
1581,Bisuvanahalli,845.0,2.0,33.0,2
1583,other,1135.0,2.0,68.0,2
1584,Hoodi,1512.0,3.0,75.77,3
1585,other,900.0,2.0,55.0,2
1588,Whitefield,1277.0,2.0,61.3,2
1590,Kengeri,8000.0,5.0,500.0,5
1591,other,1210.0,2.0,62.0,2
1592,Yelahanka,890.0,2.0,40.0,2
1595,Ardendale,3198.0,4.0,200.0,4
1597,Hebbal,2483.0,5.0,215.0,4
1598,Begur,1550.0,4.0,130.0,4
1599,Sarjapur  Road,4111.0,4.0,310.0,4
1600,Electronic City,975.0,2.0,37.5,2
1602,Rajiv Nagar,1690.0,3.0,125.0,3
1606,other,1600.0,3.0,80.0,3
1608,Bommanahalli,520.0,1.0,19.5,1
1609,Marathahalli,4000.0,5.0,212.0,4
1610,Munnekollal,1390.0,3.0,68.0,3
1613,Kudlu Gate,1564.0,2.0,92.0,3
1614,Sarjapur  Road,3430.0,6.0,228.5,4
1615,Hosa Road,1100.0,2.0,37.1,2
1617,Chikkabanavar,1600.0,2.0,80.0,3
1618,Ramamurthy Nagar,1600.0,3.0,75.0,3
1619,Hennur Road,1482.0,2.0,92.0,3
1620,Marsur,1000.0,4.0,66.0,3
1621,Shampura,1200.0,2.0,53.0,2
1623,Kengeri,1200.0,2.0,58.0,2
1626,Marathahalli,1469.0,3.0,89.0,3
1627,Kanakapura,551.0,1.0,30.0,1
1628,Electronics City Phase 1,1160.0,2.0,52.0,2
1629,Balagere,1205.0,2.0,78.5,2
1631,Gubbalala,1745.0,3.0,125.0,3
1632,AECS Layout,1028.0,2.0,42.0,2
1633,Frazer Town,1700.0,3.0,180.0,3
1635,Kodihalli,2700.0,4.0,270.0,3
1636,other,1100.0,2.0,50.0,2
1638,other,1269.72,2.0,68.0,2
1639,Electronic City Phase II,1266.0,2.0,59.0,2
1640,Mysore Road,1060.0,2.0,62.0,2
1641,other,1168.0,3.0,70.0,3
1643,Talaghattapura,2038.5,3.0,120.0,3
1645,Hulimavu,1080.0,2.0,43.2,2
1646,other,2100.0,4.0,155.0,4
1647,other,1300.0,2.0,65.0,2
1648,Electronics City Phase 1,920.0,2.0,33.0,2
1651,Horamavu Agara,1650.0,2.0,75.0,3
1652,other,1515.0,3.0,93.93,3
1653,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
1657,other,1243.0,2.0,58.0,2
1658,Rachenahalli,1530.0,2.0,74.39,3
1659,Judicial Layout,2070.0,3.0,162.0,3
1660,Yelahanka,1815.0,3.0,82.0,3
1661,Sarjapur  Road,3900.0,4.0,300.0,4
1662,Electronic City Phase II,1000.0,2.0,28.88,2
1663,Ananth Nagar,982.0,2.0,24.55,2
1666,Yelahanka,654.0,1.0,38.4,1
1667,Bannerghatta Road,1181.0,2.0,55.0,2
1668,Bisuvanahalli,1075.0,2.0,45.0,3
1670,other,1616.0,3.0,75.0,3
1673,Whitefield,1306.0,3.0,54.65,3
1674,Whitefield,1626.0,3.0,89.0,3
1675,other,2700.0,4.0,214.0,6
1676,Whitefield,1585.0,3.0,88.0,3
1677,7th Phase JP Nagar,1370.0,2.0,56.17,2
1679,Kanakpura Road,1495.0,2.0,90.0,2
1683,Old Madras Road,3715.0,6.0,224.5,4
1688,Yelahanka,1150.0,2.0,46.0,2
1689,Hebbal,1080.0,2.0,54.0,2
1690,Kaikondrahalli,1645.0,3.0,100.0,3
1694,JP Nagar,4624.5,4.0,314.5,4
1695,other,1410.0,2.0,67.0,2
1697,Ramagondanahalli,540.0,1.0,30.0,1
1698,Sarjapur  Road,1300.0,2.0,60.0,2
1699,9th Phase JP Nagar,1890.0,2.0,85.0,3
1700,other,1254.0,2.0,53.0,2
1701,other,2800.0,7.0,125.0,7
1702,Ulsoor,1275.0,2.0,120.0,2
1703,Kathriguppe,1245.0,2.0,68.48,3
1706,Chandapura,850.0,2.0,25.4,2
1708,Gunjur,1600.0,3.0,75.0,3
1709,Electronics City Phase 1,1750.0,3.0,84.0,3
1710,Whitefield,1125.0,2.0,62.0,2
1712,other,1559.6266939129125,3.0,95.0,3
1713,HBR Layout,2800.0,2.0,200.0,3
1715,other,1000.0,2.0,50.0,2
1717,Electronic City Phase II,1320.0,2.0,38.13,3
1719,Ardendale,2422.0,4.0,160.0,4
1720,Kasavanhalli,1100.0,2.0,50.0,2
1723,Kambipura,883.0,2.0,39.0,2
1724,Thanisandra,776.5,2.0,48.145,1
1725,Brookefield,1595.0,3.0,88.0,3
1728,other,920.0,2.0,35.0,2
1729,Choodasandra,1300.0,2.0,57.0,2
1731,Harlur,1757.0,3.0,132.0,3
1732,Anekal,600.0,1.0,16.5,1
1733,other,2400.0,3.0,142.0,4
1734,Sarjapur,1240.0,2.0,44.0,2
1736,EPIP Zone,1330.0,2.0,93.36,2
1737,8th Phase JP Nagar,1062.0,2.0,42.47,2
1738,JP Nagar,1078.0,2.0,45.0,2
1739,Bannerghatta Road,1460.0,2.0,72.0,3
1740,Whitefield,1200.0,3.0,68.5,3
1741,Laggere,1200.0,1.0,48.0,1
1742,Kammasandra,912.0,2.0,39.0,3
1743,Hosa Road,1559.6266939129125,3.0,115.0,3
1745,Prithvi Layout,2028.0,4.0,162.0,4
1746,Mysore Road,980.0,2.0,45.47,2
1747,Sarjapur  Road,1000.0,2.0,40.0,2
1748,Sarjapur  Road,1050.0,2.0,62.0,2
1750,Domlur,1875.0,2.0,150.0,3
1752,Sanjay nagar,1800.0,3.0,180.0,3
1753,Sector 7 HSR Layout,1163.0,2.0,98.86,2
1754,Tumkur Road,1098.0,2.0,72.0,2
1755,5th Phase JP Nagar,1725.0,2.0,100.0,3
1756,Whitefield,4000.0,4.0,330.0,4
1757,Thubarahalli,1128.0,2.0,75.0,2
1759,Yelahanka,1705.0,3.0,74.16,3
1760,Thigalarapalya,1418.0,2.0,95.0,2
1762,Hebbal,1100.0,2.0,50.0,2
1764,Hebbal,812.0,2.0,55.0,2
1765,Binny Pete,2817.5,2.0,204.0,4
1771,Old Airport Road,2774.0,4.0,207.0,4
1772,other,2000.0,3.0,85.0,3
1773,HBR Layout,1722.0,3.0,95.0,3
1778,Jigani,914.0,2.0,47.0,2
1779,Hennur Road,1482.0,2.0,83.73,3
1780,Kundalahalli,1724.0,3.0,127.0,3
1781,other,1670.0,3.0,91.86,3
1783,Kodigehaali,1200.0,2.0,55.0,2
1784,TC Palaya,1200.0,2.0,65.0,2
1785,Jigani,927.0,2.0,55.0,2
1787,Electronic City Phase II,1220.0,3.0,35.23,3
1788,Electronic City,1360.0,2.0,75.0,3
1789,Brookefield,2800.0,4.0,240.0,4
